timestep,question ,action_node_id, bubble_size, bubble_scale, image_name, question, option1, option2, structure, discourse
trial_3_10,Show me Right Arm,4,0,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_3_11,Show me left hip,20,1,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_3_12,Show me left shoulder,14,1,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_3_13,Show me right ankle,19,0,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_3_14,Show me left wrist,16,0,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_3_15,Show me right knee,18,0,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_3_16,Show me right ankle,19,1,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_3_17,Show me right wrist,11,2,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_3_18,Show me left elbow,15,0,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_3_19,Show me Right Arm,4,1,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_3_20,Show me rigth hip,17,0,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_3_21,Show me left wrist,16,0,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_3_22,Show me Upper Body,2,1,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_3_23,Show me Left Leg,8,1,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_3_24,Show me right knee,18,0,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_3_25,Show me right knee,18,1,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, alpha, restatement
trial_3_26,Show me Right Arm,4,1,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_3_27,Show me right ankle,19,1,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_3_28,Show me right wrist,11,0,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_3_29,Show me right wrist,11,0,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, alpha, elaboration
50,50,50,50,50,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, NA
trial_4_1,Show me Torso,5,2,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_4_2,Show me right ankle,19,1,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_4_3,Show me Full Body,1,0,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_4_4,Show me Left Leg,8,0,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_4_5,Show me left shoulder,14,2,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_4_6,Show me rigth hip,17,0,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_4_7,Show me Full Body,1,1,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
50,50,50,50,50,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, NA
trial_5_1,Show me right ankle,19,0,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_5_2,Show me right ankle,19,1,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, alpha, restatement
trial_5_3,Show me Right Arm,4,0,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_5_4,Show me Left Leg,8,2,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_5_5,Show me right shoulder,9,2,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_5_6,Show me neck,13,0,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_5_7,Show me Torso,5,1,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, bottomUp, sequence
trial_5_8,Show me Torso,5,1,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, alpha, elaboration
trial_5_9,Show me left knee,21,0,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_5_10,Show me Lower Body,3,0,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_5_11,Show me right wrist,11,0,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_5_12,Show me left knee,21,0,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_5_13,Show me left knee,21,1,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, alpha, summary
trial_5_14,Show me left knee,21,2,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, alpha, elaboration
trial_5_15,Show me right knee,18,2,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_5_16,Show me right ankle,19,2,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_5_17,Show me left ankle,22,1,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_5_18,Show me right ankle,19,2,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_5_19,Show me Upper Body,2,1,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_5_20,Show me Full Body,1,2,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, bottomUp, sequence
trial_5_21,Show me left wrist,16,0,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_5_22,Show me left knee,21,0,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_5_23,Show me neck,13,1,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_5_24,Show me left shoulder,14,2,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
50,50,50,50,50,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, NA
trial_6_1,Show me left ankle,22,0,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_6_2,Show me Torso,5,1,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_6_3,Show me Left Leg,8,1,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_6_4,Show me Right Arm,4,0,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_6_5,Show me Right Leg,7,1,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_6_6,Show me Torso,5,1,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_6_7,Show me left knee,21,1,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_6_8,Show me left shoulder,14,2,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_6_9,Show me Full Body,1,1,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_6_10,Show me Left Arm,6,0,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_6_11,Show me right knee,18,0,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_6_12,Show me Right Leg,7,1,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, bottomUp, sequence
trial_6_13,Show me left ankle,22,0,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_6_14,Show me Lower Body,3,2,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_6_15,Show me left wrist,16,0,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_6_16,Show me Right Leg,7,1,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_6_17,Show me right elbow,10,2,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_6_18,Show me left knee,21,2,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_6_19,Show me left wrist,16,0,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_6_20,Show me right elbow,10,2,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_6_21,Show me Torso,5,2,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_6_22,Show me right ankle,19,1,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_6_23,Show me left knee,21,1,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_6_24,Show me Left Arm,6,0,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_6_25,Show me Left Arm,6,1,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, alpha, restatement
trial_6_26,Show me rigth hip,17,0,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_6_27,Show me right knee,18,0,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_6_28,Show me right ankle,19,1,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_6_29,Show me rigth hip,17,2,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_6_30,Show me left elbow,15,0,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_6_31,Show me Upper Body,2,2,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_6_32,Show me left elbow,15,2,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_6_33,Show me right shoulder,9,1,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_6_34,Show me neck,13,0,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_6_35,Show me Lower Body,3,0,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_6_36,Show me rigth hip,17,2,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_6_37,Show me left ankle,22,1,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
50,50,50,50,50,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, NA
trial_7_1,Show me Left Leg,8,1,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, bottomUp, sequence
trial_7_2,Show me left knee,21,0,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, topdown, sequence
trial_7_3,Show me Lower Body,3,2,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_7_4,Show me Right Arm,4,0,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_7_5,Show me Left Leg,8,2,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_7_6,Show me right elbow,10,2,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_7_7,Show me left knee,21,1,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_7_8,Show me Upper Body,2,1,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_7_9,Show me left elbow,15,2,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_7_10,Show me Right Leg,7,1,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_7_11,Show me Torso,5,0,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_7_12,Show me left shoulder,14,1,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_7_13,Show me Right Arm,4,1,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_7_14,Show me right elbow,10,0,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, topdown, sequence
trial_7_15,Show me left ankle,22,1,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_7_16,Show me right wrist,11,0,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_7_17,Show me right knee,18,2,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_7_18,Show me left wrist,16,2,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_7_19,Show me Lower Body,3,2,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_7_20,Show me left shoulder,14,1,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_7_21,Show me right knee,18,0,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_7_22,Show me right wrist,11,0,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_7_23,Show me Torso,5,2,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_7_24,Show me left knee,21,0,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_7_25,Show me head,12,1,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_7_26,Show me rigth hip,17,1,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_7_27,Show me left elbow,15,2,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_7_28,Show me Left Arm,6,0,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, bottomUp, sequence
trial_7_29,Show me right knee,18,2,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_7_30,Show me Right Leg,7,1,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, bottomUp, sequence
trial_7_31,Show me Left Arm,6,0,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_7_32,Show me head,12,1,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
50,50,50,50,50,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, NA
trial_8_1,Show me neck,13,1,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_8_2,Show me Torso,5,1,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, bottomUp, sequence
trial_8_3,Show me neck,13,1,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, topdown, sequence
trial_8_4,Show me left ankle,22,2,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_8_5,Show me Left Arm,6,0,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_8_6,Show me left shoulder,14,2,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, topdown, sequence
trial_8_7,Show me left knee,21,0,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_8_8,Show me right ankle,19,1,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_8_9,Show me Upper Body,2,1,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_8_10,Show me Upper Body,2,2,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, alpha, summary
trial_8_11,Show me left ankle,22,2,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_8_12,Show me head,12,0,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_8_13,Show me Full Body,1,0,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_8_14,Show me Left Arm,6,2,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_8_15,Show me Full Body,1,2,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_8_16,Show me Right Leg,7,0,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_8_17,Show me right knee,18,2,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, topdown, sequence
trial_8_18,Show me left wrist,16,1,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_8_19,Show me Right Leg,7,2,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_8_20,Show me rigth hip,17,2,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, topdown, sequence
trial_8_21,Show me right ankle,19,2,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_8_22,Show me Left Leg,8,2,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_8_23,Show me rigth hip,17,0,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_8_24,Show me left shoulder,14,0,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
50,50,50,50,50,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, NA
trial_9_1,Show me Full Body,1,1,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_9_2,Show me right knee,18,2,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_9_3,Show me head,12,2,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_9_4,Show me rigth hip,17,0,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_9_5,Show me Left Leg,8,0,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_9_6,Show me Upper Body,2,2,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_9_7,Show me left ankle,22,1,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_9_8,Show me left wrist,16,1,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_9_9,Show me Lower Body,3,2,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_9_10,Show me right wrist,11,2,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_9_11,Show me left wrist,16,1,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_9_12,Show me left elbow,15,2,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_9_13,Show me Left Leg,8,0,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_9_14,Show me Upper Body,2,2,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_9_15,Show me right shoulder,9,0,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_9_16,Show me right shoulder,9,0,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, alpha, recurrence
trial_9_17,Show me left shoulder,14,2,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_9_18,Show me Left Leg,8,2,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_9_19,Show me left wrist,16,2,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_9_20,Show me left knee,21,2,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_9_21,Show me right knee,18,1,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_9_22,Show me left shoulder,14,1,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_9_23,Show me left wrist,16,2,1,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_9_24,Show me head,12,1,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_9_25,Show me left wrist,16,1,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_9_26,Show me Right Leg,7,2,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_9_27,Show me left hip,20,1,0,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_9_28,Show me Torso,5,1,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_9_29,Show me Left Leg,8,2,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
trial_9_30,Show me right elbow,10,2,2,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, sequence
50,50,50,50,50,Task1_2.jpg,Is the person in the image running or walking?,Running,Walking, NA, NA
